index,chinese,english,unsloth/Qwen2-0.5B-Instruct(finetuned),unsloth/Qwen2-1.5B-Instruct,unsloth/Qwen2-1.5B-Instruct(finetuned),unsloth/Qwen2-7B-Instruct,gradientai/Llama-3-8B-Instruct-Gradient-1048k
993,掌锤的队长毫不怀疑这种手术施之于人类也能得到同等的效力，每回他都对我们呐喊：你们这些生牛蛋子，就欠砸上一锤才能老实！,"Our team leader, the one who always wielded the hammer, had no doubts that surgery of this kind would also work on humans. He would shout at us all the time: You young bulls! You need a good hammering to make you behave.","The beat machinereceiver didn't doubt that this kind of surgery would also have the same effect on human beings, each time he shouted at them, 'You these lazy buffoons: just one bone too many will suffice to make you quiet!'","The captain of the hammer-wielding men was not at all doubtful that this operation could be performed on humans and give them the same effect as well, each time shouting at us: You bunch of dumb oxen, it's only by being hit with a hammer that you'll become obedient!","The hammer man was certain that such surgery could be performed on humans and give the same results. Every time he yelled at us, you lazy bastards would only get hit harder!","The captain, who wielded the hammer, had no doubt that this operation would be equally effective on humans, and every time he bellowed at us: ""You lot of stubborn mules, you need a whack with this hammer to fall in line!""","end_header_id|>

The team leader of the hammer brigade had no doubt that this surgery could have the same effect on humans as it did on us. Every time he shouted at us, ""You guys are just a bunch of dumbasses, you need to be hit with a hammer to wake up!"""
994,下一步的作战目标十分明确，就是要夺取‘审判日’号上被截留的三体信息，这些信息，可能对人类文明的存亡具有重要意义。”,The next war objective is very clear: We must capture the intercepted Trisolaran messages stored on Judgment Day. These messages may have great significance for our survival.,The next step was very clear: We would try to夺占已被截留的信息。 This information might be relevant to the extinction of human civilization.',"The next target of the operation is very clear – to recover three-body information that was intercepted on ‘Judgment Day’. This information, it’s believed, has great significance for the survival of human civilization.”",The next target for the operation is clear: we must rescue the Trisolaran messages intercepted on Judgment Day and restore them to human custody. These messages may be essential to the survival of human civilization.',The next objective in combat is clear: to seize the data from the 'Day of Judgement' spacecraft that has been seized. These data could be crucial for the survival or demise of human civilization.,"end_header_id|>

The next step's objective is clear: to seize the information that was cut off on 'Judgment Day'. This information may hold great significance for the survival of human civilization.</s>"
995,贾瑞一把拉住，连叫“菩萨救我！”,"Jia Rui clung to him tenaciously. 'Holy one, save me!' he cried out again and again.","Jia Rui grabbed her tightly and cried out, 'Savior, save me!'","Jia Rui grabbed him and called, ""Buddha save me!""",He seized hold of Jia Rui's hand and cryed out for mercy.,"Jia Rui grabbed him, calling out ""Savior, save me!""","end_header_id|>

""Save me, Buddha!""</s>"
996,陈清扬说，那回我比哪回都混蛋，是指我忽然发现她的脚很小巧好看。,"When Chen Qingyang said I was a bigger bastard than ever, she meant that I suddenly noticed her feet were cute and pretty.",Chen Qingyang said that the last time I was so fucking bad-ass that I could have sworn I'd picked up on her feet for the first time.,"Chen Qingyang said that it was then, when I realized how small and lovely her feet were, that I was the worst.",Chen Qingyang said the time I was messier than ever before was when I discovered how endearing her little feet were.,"Chen Qingyang said that that time I was worse than any other time, referring to when I suddenly realized how small and beautiful her feet were.","end_header_id|>

""Ah, that time, I thought she was the most beautiful of all. It was because I suddenly discovered that her feet were so small and delicate.""</s>"
997,劫路人催逼着奶奶往高粱地里走，他的手始终按着腰里的家伙。,"The highwayman began pushing her into the sorghum field, his hand never leaving the object at his belt.",The highwayman pressed them even harder to go inside the sorghum field.,A man was pushing his grandmother towards the cornfield with a threatening hand on his waist.,"The highwayman dragged her faster than was necessary, keeping his hand always on his belt.","The robber urged Grandma to walk into the millet field, his hand always resting on the weapon at his waist.","end_header_id|>

The old lady was being forced by the stranger to walk towards the high hillside, and his hand was always pressing against her waist."
998,二奶奶的曲线流畅；二奶奶的双乳高耸；二奶奶的崎岖不平的额头上流动着细小的沙流；二奶奶性感的双唇从金沙中凸出来，好象在召唤着一种被华丽的衣裳遮住了的奔放的实事求是精神……,Second Grandma's shapely figure; Second Grandma's high-arching breasts; tiny grains of shifting sand on Second Grandma's furrowed brow; Second Grandma's sensual lips protruding through the golden-yellow sand . . .,"The curves of her body were graceful; the sagging breasts suggested a hard,抠实的 determination; the rough forehead流淌着微小的沙粒,象征着伟大实事求是的精神的隐蔽; the sensual lips showed herself among the sand, calling to her a vigorous, free exercise....","The curves of the Second Grandmother's body were smooth; her large breasts rose and fell; small streams of sand ran down the fine lines on the forehead, flowing over the lips which were as beautiful as the gold; they seemed to be beckoning for a spirit of straightforward practicality that was hidden behind a splendid garment…","Her curves were graceful; her breasts were perky; the fine sandflow flowed along the grooved bridge of her nose; her soft, sexy lips jutted like a call to return to the forthright and practical spirit that her luxurious clothes had hidden. . . .","Grandma's curves were smooth; Grandma's breasts were high; the uneven forehead of Grandma was flowing with tiny sand streams; her sexy lips, protruding from the golden sand, seemed to be calling out a spirit of unrestrained realism that was being covered by elegant clothing...","end_header_id|>

The second aunt's curves flowed smoothly; her double breasts rose high. Her forehead, with its rugged terrain, had tiny streams flowing over it. Her sensual lips protruded from the golden sand, as if calling for something that had been covered by a luxurious garment, a wild and free spirit.</s>"
999,贾环便瞪着眼，“六！” “七！” “八！” 混叫。,'Six! Seven! Eight!' shouted Jia Huan glaring at Oriole and commanding the die to perform the impossible.,He stared at him wild with envy. 'Six!' 'Seven!' 'Eight!' blared him moans-wise.,"Zhara said, ""Six!"" ""Seven!"" ""Eight!"" and they all yelled at the same time.","Six!' 'Seven!' 'Eight!' They shouted, their eyes wide with fear.","Jia Huan glared, ""Six!"" ""Seven!"" ""Eight!"" he called out haphazardly.","end_header_id|>

Ja ring looked intently and said, ""Six! Seven! Eight!"" with a loud shout.</s>"
1000,“听到了吗？,'Did you hear that?',Got it?,Did you hear that?,Did you hear that?,"Did you hear that?""","end_header_id|>

Did you hear that?</s>"
1001,停了一会儿，他突然问道：康明逊是孩子的父亲吧？,"After a long silence, he suddenly asked, 'Kang Mingxun is the father, isn't he?'","After a pause, he asked, Was Kang Mingxun the father of the boy?","A few seconds later, he asked suddenly: Is Kang Mingxun the father of the child?","After a while, he suddenly asked, 'Kang Mingxun is the father of your child, right?'","Pausing, he suddenly asked, ""Is Kang Mingxun the father?""","end_header_id|>

Yes, he asked suddenly, ""Is Kang Mingxun the father of the child?"""
1002,但沙瑞山立刻抽走了他怀中这唯一的一根救命稻草。,But Sha then deprived him of this last glimmer of hope.,"But Shao proceeded to pull the stick as hard as he could, countingering her blow completely.","But Shaxiannan quickly drew away his only lifeline, the single root of hope that had been in his arms.","But Sha drew back his hand, snatching the single survival稻草 from Wu.",But Shariyu immediately withdrew this last straw from his bosom.,"end_header_id|>

But the sandstorm took away the only lifeline he had."
1003,她母亲便连连冷笑道：王琦瑶原来是在坐月子，我倒不知道，她男人都没有，怎么就坐月子，你倒给我说说这个道理！,"Mrs. Wang laughed coldly. 'Oh, so Wang Qiyao should be resting this month, should she? That's funny, I didn't know. With no man around to rely on, how is she supposed to be able to rest? Will you explain that to me?'","Mrs. Wang laughed at herself. 'She's actually been out having birth-patency here on vacation. I never knew she was having a baby . . . and yet she's sitting around all alone, and I've always been able to tell that something was wrong. Why does it suddenly seem like such a bad idea to sit around all day long?'","Her mother was laughing coldly all the time: Wang Qi'er actually was sitting at home during her pregnancy, I did not know this either. She had no men, how could she be sitting at home? Please tell me about this!","Mrs. Wang made a series of cynical comments: Oh, the little blessed little miracle state of grace that she's in! I didn't know; and then all because she's a new mother . . . to tell me about the medical value of lying on the floor for seven days! Just give me the clue, please!","Her mother burst out laughing coldly: ""I had no idea that Wang Qiyaoshan was having a postpartum period. Without a husband, how can she be in that condition? Explain this to me!""","end_header_id|>

Her mother laughed sarcastically and said, ""Oh, so Wang Qiuyao was sitting on her confinement bed, I didn't know that. She doesn't even have a husband, how can she sit on a confinement bed? You tell me the logic behind this.""</s>"
1004,“我搞纳米材料。”,'I work in nanotech.',I specialize in nanomaterials.',"I am working on nanomaterials.""",I work in nanomaterials.',"I work with nanomaterials.""","end_header_id|>

""I'm working with nanomaterials.""</s>"
1005,沙瑞山说着，在终端上忙活起来，很快屏幕上出现一条平直的绿线，“你看，这就是当前宇宙整体背景辐射的实时数值曲线，哦，应该叫直线才对，数值是2.726±0.010K，那个误差是银河系运动产生的多普勒效应，已经滤掉了。,"As he spoke, Sha typed quickly at the terminal. Soon a flat green line appeared on the screen. 'This curve is the real-time measurement of the overall cosmic microwave background—oh, calling it a straight line would be more accurate. The temperature is 2.725±0.002K. The error range is due to the Doppler effect from the motion of the Milky Way, which has already been filtered out.","Sha took a look at the screen. The spread of the background radiation was displayed as a flat green line on the terminal. 'That's the real deal, isn't it? The continuous spectrum, with a maximum difference of 2.725 ± 0.010 K between each data point. That's the velocity dispersion caused by galaxy motion.","Shashier said, as he hurried about on the terminal, a straight green line appeared on the screen. ""Look, this is the current real-time value of the cosmic background radiation, which should be called a line. The number is 2.726 ± 0.010 K. That error is due to Doppler effect caused by the motion of the Milky Way,"" he explained.","Sha clicked his keys impatiently. A straight-line graph appeared on the terminal: it was the current value of the overall cosmic microwave background. Ha! He called out, 'Now, here's the current reading: 2.726 Kelvin plus/minus 0.01 Kelvin. That error is due to the motion of the solar system causing the observed temperature to fluctuate. We've filtered that out.'","Sharifan started working on the terminal as he spoke, and soon a straight green line appeared on the screen. ""Look at this,"" he said, ""this is the real-time value curve of the entire universe's background radiation. Oh, it should be called a line, not a curve. The value is 2.726±0.010 Kelvin. That error is due to the Doppler effect caused by the movement of our galaxy, which we've already filtered out.""","end_header_id|>

Shah Rui Shan said, ""Look, this is the real-time value curve of the cosmic microwave background radiation in our universe. It's actually a straight line, and the value is 2.726 ± 0.010K. The error is due to the Doppler effect caused by the Milky Way's motion, which has already been filtered out.""</s>"
1006,这一句倒是真话，他妈妈胡里胡涂，小宝到底几岁，向来说不大准。,This was true. His mother had always been vague when asked about his age.,This was true—but not in the way his mother meant it. Trinket's old uncle wasn't always sure about the age of his grandmother's child.,"This is a true statement, his mother is very silly; it's hard to say how old Xiao Bao is.",This was a true statement. Or else Bao-yu is impossible to predict; it's just that I haven't got the figures straight in my mind.,"This part is true; his mother is a bit scatterbrained. As for Xiaobao's age, she's never been very precise when asked.","end_header_id|>

This sentence is true, his mother is confused, and Little Treasure doesn't seem to be very sure about his age.</s>"
1007,韦小宝扑将过去，便去扭男孩的双臂。 那男孩一侧身，右手一勾，韦小宝站立不住，立时倒了。,"Trinket sprang forward and seized the boy's arms, intending to give him a sharp twist, but the boy turned smartly, and hooked him with his right foot, sending Trinket crashing to the floor.","Trinket did a double take at the word used. The other boy turned and shouted, but it flew right over his head. Trinket fell for a triple take himself.","Wu Xiaolong pounced forward and seized the boy’s arms. The boy turned his body and with a right hook, Wu Xiaolong was unable to hold on any longer and fell over.","Trinket hopped over and grasped the boy's arms, but before he could hold him fast, the boy spun him off with a hand on his shoulder. Trinket went tumbling down to the floor with a crash.","Vigilant as a hare, Xiao Bao lunged forward and tried to grab the boy's arms. But the boy swiftly sidestepped and with his right hand, hooked out, causing Xiao Bao to lose his footing and immediately fall.","end_header_id|>

When Wei Xiaobao patted the boy's back, he went to grab the boy's arms. The boy turned his body to the right and hooked Wei Xiabao's arm, causing Wei Xiaobao to lose his balance and fall down.</s>"
1008,士隐慌忙起身谢道：“恕诓驾之罪，且请略坐，弟即来奉陪。”,"Shi-yin hurriedly rose up and excused himself: 'I seem to have brought you here under false pretences. I do hope you will forgive me. If you don't mind sitting on your own here for a moment, I shall be with you directly.'","Take your fill, Sir,' said Shi-yin bustling to him to welcome his guest and to fetch him some coffee if he likes. 'Wait for you!'","Wang Ling hurriedly stood up and said, ""I apologize for deceiving you, please sit down for a moment. I will come and accompany you immediately.""",Shi-yin hurriedly got to his feet and clasped his hands in greeting. 'Pardon my misrepresentation. Please sit down a moment while I go out and come back again to affront.',"Scholar Shen hurriedly stood up to express his gratitude, saying, ""I beg pardon for misleading you. Please wait a moment, I will come back to join you.""","end_header_id|>

The gentleman hastily got up to apologize and said, ""Please don't mind, I will come and join you."""
1009,轿夫抬轿从街上走，迈的都是八字步，号称“踩街”，这一方面是为讨主家欢喜，多得些赏钱； 另一方面，是为了显示一种优雅的职业风度。,"As the bearers carried their load down the path, their feet left a series of V imprints known as 'tramples' in the dirt, for which satisfied clients usually rewarded them, and which fortified the bearers' pride of profession.","The sedan bearers walked along the streets in八字步, so their主人就以收取路费的名义开轿。","The porter carried the carriage down the street, walking on his toes in a square step, which was called ""walking the streets"". On one hand, this was done for the pleasure of pleasing the master and getting more money; on the other hand, it was done to show a graceful professional style.","When they entered the street, the bearers bent their legs out at the ankles in a square dance called 'strolling,' which was both a public relations stunt to please their master and a display of refined craftsmanship.","The bearers carry the sedan chair through the street, stepping in a八字 gait known as ""trampling the street."" On one hand, this is done to please the host family and earn more rewards; on the other hand, it's to demonstrate a graceful professional demeanor.","end_header_id|>

The sedan chair carriers walk down the street with eight-step gait, known as ""treading the street."" This is done to please the master's family and earn more rewards. Additionally, it also shows off a refined and elegant profession."
1010,好在吴佩珍是压得起的，她的人生任务不如王琦瑶来得重，有一点吃老本，也有一点不计较，本是一身轻，也是为王琦瑶分担的意思。,"It was a good thing that Wu Peizhen could take it; after all, the weight of everyday living did not rest as heavily on her. This was partly because she had plenty of psychic capital to draw on, but also because she simply did not mind. Things came easy to her and she was willing to bear more than her share.","It helps that Wu Peizhen was no weakling. Her assigned task in Wang Qiyao's life was considerably less serious than Yang He and Zongxi. She wasn't there to take the load but, at the same time, not to take it. She was a form. That was what gave her a place to share with Wang Qiyao.","Fortunately, Wu Peizhen could take it. Her mission was not as heavy as Wang Qi'he's, and she had a bit of eating old age, a bit of not caring, which meant that she carried a light burden for Hwang Qi'he.","Wu Peizhen was one of those strong women who could bear any blow life might throw at her. She had not been hit yet, but she lived on borrowed time, like Wang Qiyao; and she appreciated Wang Qiyao's sacrifice.","Fortunately, Wu Peizhen could afford it; her life's tasks weren't as heavy as Wang Qiyao's. She had a little bit of relying on past achievements, and didn't mind small matters too much. Being light on her feet was also a way to help shoulder the burden for Wang Qiyao.","end_header_id|>

Fortunately, Wu Pei-chen is easy to please, and her life mission is not as heavy as Wang Qi-ao's. She has a bit of selfishness, but also doesn't care too much, and it's partly because she wants to lighten the burden on Wang Qi-ao.</s>"
1011,“叶哲泰！”,'Ye Zhetai!',Ye Zhetai!',"Leaf Zhitai!""",Ye Zhetai!',"Ye Zhetai!""","end_header_id|>

""Ye Zhe Tai!""</s>"
1012,过了很长时间，天渐渐亮了。 雾从天顶消散。,"After a long while, the sky gradually lightened and the fog began to disappear from above us.","After a long time, things began to light up again as the mist dissipated over head.","A long time passed, and the sky began to lighten up. The fog cleared off the top of the sky.","After a long time, it grew light slowly, and the fog disappeared from the top of the sky.","After a long time, the sky began to lighten. The fog dissipated from above.","end_header_id|>

After a long time, the sky gradually brightened. The mist from the top of the sky dissipated."
1013,她感到悲从中来，不可断绝。,She felt an endless flow of sorrow.,She became overwhelmed with grief.,"She felt a flood of grief, which could not be quelled.","She felt that tears were coming, impossible to control.",She felt a profound sorrow that seemed endless.,"end_header_id|>

She felt sadness from within, unable to break free.</s>"
1014,因见上面大旨不过谈情，亦只是实录其事，绝无伤时诲淫之病，方从头至尾抄写回来，闻世传奇。,He could see that its main theme was love; that it consisted quite simply of a true record of real events; and that it was entirely free from any tendency to deprave and corrupt. He therefore copied it all out from beginning to end and took it back with him to look for a publisher.,"From what above seems to us, as well as what below tells us, is only a reading of the documents relating the affairs of two persons and no profanation of those events for the sake of charm or sensuality, and we have therefore decided to put all this material together into a single volume which will contain both the text of the letters and the context in which they were written. We have even consulted the most recent editions of the critical biographers of the当事人.","For the purpose of copying it back from the beginning to end, I have heard of this novel that is not only a historical account but also has no disease of causing trouble for time or morals.","He found that, whatever the principal purpose of The Story of the Contentious Times was to serve as a record of courtly intrigue without, it seems, containing any indecent or immoral matter, he had, on reading it through from beginning to end, copied it out and had it printed. This copy is now in the possession of the Society.","Given that the main theme is merely about love, and it simply records events as they occurred without any propensity to corrupt or mislead, I decided to copy it from beginning to end to share with the world as a legend.","end_header_id|>

As the previous text only discussed the gist of the matter and did not contain any explicit sexual content, it is completely innocent and harmless. Therefore, I will provide a translation of the entire text from beginning to end for the sake of authenticity and completeness.</s>"
1015,照领导定的性，我们在后山上干的事，除了她像考拉那次之外，都不算案子。,"According to the leaders, what we did on the back slope was not considered a primary offense—except the time that she looked like a koala bear.","According to the way the leaders wanted it, our activities on the back slope hadn't counted as犯罪。","According to the instructions of our leader, what we did on the hill after him was not a case except for that time when she was like a koala.","According to the leaders, unless her reaction was like the one she gave when she found the baby bear, our jobs on the back slope were just idle speculation.","Given the nature ascribed by leadership, the activities we carried out on the back mountain, apart from that one incident with her resembling a koala, do not constitute cases.","end_header_id|>

According to the instructions of our leaders, the work we did on the mountain is not considered a case except for the incident involving the python.</s>"
1016,就拿今日天气比，分明冷些，怎么你倒脱了青肷披风呢？”,"Take today, for instance. It's obviously colder today than it was yesterday. Then why of all days should you choose today to leave your blue cape off?'","Comparing this morning's weather with today, we must assume it was very cold. Why on earth do you wear a green rain cape when you don't have one?'","Compare the weather with today, it's colder, how could you take off your breechcoat? """,But today is colder than yesterday. Why should that be? Should I have forgotten to take my狐皮袄了吗？」,"Take today's weather for example; it's clearly colder, yet why have you taken off your green shoulder-wrap?","end_header_id|>

""Compared to today's weather, it's clearly colder, so why are you not wearing your green scarf?"""
1017,那是百分之百的天然橡胶。,They were made of 100 percent natural rubber.,It was all rubber extracted from the ground.,It's pure natural rubber.,It was full natural rubber.,That is 100% natural rubber.,"end_header_id|>

That is one hundred percent natural rubber.</s>"
1018,这刘老老方安顿了，便说道：“我今日带了你侄儿，不为别的，因他爹娘连吃的没有，天气又冷，只得带了你侄儿奔了你老来。”,"Having all this while had time to collect herself, Grannie Liu began her speech again: 'The real reason I have brought your little nephew here today is because his Pa and Ma haven't anything in the house to eat, and the weather is getting colder, and – and – I thought I'd bring him here to see you...'","Now, ' said Grannie Liu, taking up comfort with Jia Huan's nephew, 'I have brought him along just because my son's father has abandoned his family and is travelling all the way from Beijing to seek you. He wants to take advantage of the cool weather before winter comes so that he can find food for himself.'","Mingtong, the old man, was settled, and said, ""I am bringing your nephew today because my parents have no food or clothes; I must bring you your nephew here.""","Once again Grannie Liu's task was relieved. 'Now that I've got your nephew sorted out,' she said, 'it's really just for the sake of his grandparents. It's so cold and lonely they're underfed; I thought I'd bring him round to see you.'","With Liu Laolao settled, she said, ""I brought your nephew today not for any other reason; his parents have nothing to eat, and it's cold outside. So I had to bring your nephew to see you.""","end_header_id|>

""I have brought your nephew today, not for anything else, because his parents have nothing to eat and it's cold outside, so I brought him over to your place."""
1019,只见她脸颊雪白，没半分血色，长长的睫毛不住颤动，想是心中十分害怕，笑道：“你不用怕，我不会杀了你的。,"From the snowy pallor of her cheeks, drained of all their colour, and the fluttering of her long eyelashes, he could tell that she was very frightened. 'Don't be afraid,' he said. 'I'm not going to kill you.","She had fair skin on her cheeks, and no sign of fatigue showed on her face as she appeared to be充满信心。 'No fear,' she said. 'I won't hurt you.","I saw her face white as snow, with no hint of color on it, and her long lashes quivering uncontrollably. She seemed very afraid. ""Don't be afraid. I won't kill you.""","Her face was pale as wax and showed no indication of life. Her long eyelashes were blinking rapidly, as if she were very afraid. She laughed: 'You don't have anything to fear. I'm not going to kill you.","She had a face as pale as snow, with not a hint of color, and her long eyelashes quivered constantly, indicating she was extremely frightened. She smiled and said, ""There's no need for you to be afraid. I won't kill you.""","end_header_id|>

She only saw that her face was white as snow and lacked any color. Her long eyelashes didn't stop trembling. It seemed that she was very afraid inside. She said with a smile, ""You don't have to be afraid, I won't hurt you.""</s>"
1020,但是当初调她来，分明有修理一下的意思。,But it was clear from the start the military deputy just wanted to make trouble for her.,"But when they originally called on her, they really meant to repair her.","But when she was brought in originally, it seemed that the intention was to fix something up.","But back when we first got her, we had the same kind of thinking: she needed fixing.","However, when she was first assigned, there was clearly an intention to discipline her.","end_header_id|>

However, when she was brought in, it was clear that there was a plan to fix her up.</s>"
1021,你身上中的毒，旁人没解药，我终究是有的。 小娃娃，你到底是受了谁的指使，想这计策来弄瞎我眼睛？,"Now then, no one else has an antidote for this poison but me, so why don't you be a good little boy and tell me who you are working for? Who was it that put you up to blinding me?","There is no antidote for what is有毒。 I shall have to take the blame for that. But I've got to be extra careful, though,因为我 isn't after the advice of any master. I'm after a little man who has done this sort of thing before: Take him as wide a canvas as you can possibly imagine, and try to deal him a serious blow, because if he's as stupid as thelittle one seems to think, he must be thinking of some big shot of metal.","The poison in your body can be cured by someone else, but I have mine. The child, what did you do with the plan to blind me?","You're lucky that there's still still a bit of my poison left; but you've got the wrong idea about me. I used to have a business dealing in poisons, but that's all over now. It was no use trying to make a living out of deceiving people, has it? Because of what you're doing to me, you think you've got to be told where to put their eyes.","The poison that's within you has no antidote for others, but I do have one. Little child, who ordered you to come up with this scheme to blind me?","end_header_id|>

You have poison within you that no one can cure, and you have been sent by someone to blind me with your scheme.</s>"
1022,一家四口，以务农为业。 因狗儿白日间自作些生计，刘氏又操井臼等事，青板姊弟两个无人照管，狗儿遂将岳母刘老老接来，一处过活。,"The four of them depended on agriculture for their living, and since, with Gou-er himself busy most of the day on the land and his wife busy about the farm drawing water, pounding grain, and the like, there was no one to look after Qing-er and her little brother, Gou-er invited his mother-in-law, old Grannie Liu, to come and live with them.","Of four members of the family, three were farmers and the fourth a maid who, with her husband, dabbled in farming activities. Unfortunately her husband's wife, Nooth-tingh and her younger brother, Qing-bao, couldn't take care of her on their own and thus left Old Gou to act as if she was her successor.","A family of four, engaged in farming. Because the dog made some living during the day, Liu’s wife was also occupied with spinning and grinding etc., so her two younger brothers were unable to be looked after. The dog then brought his grandmother, Miao’s mother, over to live with them.","The father of the family was a full-time farmer; his occupation was mainly家务。 The mother was called Nannie, as were her two granddaughters. They had been living with their grandfather in a village, but now, with the departure of one son and the assumption by the other of some of his work responsibilities, were in need of board and lodgings elsewhere.","A family of four, engaged in farming. Since Doggy made a living during the day, and Mrs. Liu was busy with household chores like fetching water and grinding rice, Qingpan's siblings had no one to look after them. Therefore, Doggy invited his mother-in-law, Old Mrs. Liu, to come and live with them, so they could all live together.","end_header_id|>

One family of four, who made their living by farming, had the dog take care of their mother-in-law during the day. The dog would take care of the chores and help the family with their daily tasks. The siblings, however, had no one to take care of them, so the dog decided to take their mother-in-law in and live together.</s>"
1023,又见三两个妇人，都捧着大红油漆盒进这边来等候。,Then two or three women bearing large red lacquer boxes took up their positions on the side nearest the room in which she sat and stood there waiting to be called.,"He found several women standing by the door on both sides of him, all holding red paint boxes for wine.","Two or three women came in, holding large red paint boxes.","To his surprise he caught sight of a couple of ladies entering the room opposite, each of them carrying a large box of painted bricbles.","And here came another three or so women, each carrying a large, red, varnished box, waiting on this side.","end_header_id|>

Two women with big red lacquered boxes in their hands came over to wait.</s>"
1024,她的好看突出了吴佩珍的丑，她的精细突出了吴佩珍的粗疏，她的慷慨突出的是吴佩珍的受恩，使吴佩珍负了债。,Her beauty highlighted Wu Peizhen's unattractive appearance; her meticulousness highlighted Wu Peizhen's lack of care; her magnanimity highlighted Wu Peizhen's indebtedness.,Her charm highlighted Wu Peizhen's sedge-cutness; her magnificence accentuated Wu Peizhen's humiliation and resolved her debt by binding her down for a period; and the act of generosity resulting in this bond seemed to redeem Wu Peizhen as well.,"Her beauty highlights Wu Peizhen’s ugliness, her fineness his sloppiness, and her generosity his indebtedness, making him liable.","Ms. Wang's beauty served to highlight Wu Peizhen's ugliness; her perfection contrasted with Wu Peizhen's crudity, conveying the idea that it was Wu Peizhen who did all the giving, while everything seemed to be returned to her.","Her beauty stood out against Wu Peizhen's ugliness, her delicacy against her coarseness, and her generosity against her ingratitude, thus making Wu Peizhen owe a debt.","end_header_id|>

Her good looks stood out, while her delicate features highlighted her coarseness. Her generosity stood out as she had incurred a debt."
1025,周瑞家的认了半日，方笑道：“刘老老，你好?,"Zhou Rui's wife scrutinized her questioningly for some moments before finally recognizing her. 'Why, it's Grannie Liu! How are you?","Taking all this in and all this long, she had finally figured out what went on and was well aware of the expression of the old lady who had greeted her. 'Old COinston,' she said with a smile, recognizing the name after having recalled it in her own head. 'How are you?'","Wang Ru’s recognized him for half a day, and then said with a smile, ""Mao Lao, how do you feel?""","Zhou Rui's wife made a sound of dismay. 'Old Liu, how do you feel?","Zhou Rui's lady-in-waiting recognized her for a while before laughing and saying, ""Mrs. Liu, how have you been?""","end_header_id|>

""Ah, Liu Laolao, you look good today!""</s>"
1026,余司令问。,Commander Yu asked him.,Commander Yu asked.,General Yu asked.,Quoth Commander Yu.,Commander Yu asked.,"end_header_id|>

""Who is the commander?"""
1027,说着便同士隐复过这边书院中来了。,And he accompanied Shi-yin back to the study next door.,"So they returned to the college together, with Shi-yin at one side of them.","He said, ""I will go with Master Shin again.""",And she引导着士隐又过了后书房。,"And so, accompanied by Shih Yin, they returned to the academy on this side.","end_header_id|>

Speaking, they went back to the other side of the academy together."
1028,总舵主一言不发的听完，点头道：“原来如此。,"The Helmsman listened to all that Trinket had to say without making a single interruption. When at last Trinket had finished, he nodded. 'I see.",The Helmsman listened carefully to what Old Gan had to say and then nodded. 'It makes sense . . .',"The chief captain listened silently, nodded and said, ""It makes sense.""","The Helmsman listened in silence. 'Clearly,' he said, nodding, 'I see.","The leader listened in silence, then nodded, saying, ""So that's how it is.""","end_header_id|>

It seems that the captain remained silent after hearing the entire conversation and nodded his head in agreement, indicating that he understood.</s>"
1029,我抬举起你来，这会子我来了，你大模厮样儿的躺在炕上，见了我也不理一理儿。,"After all I've done for you – and now when I come to call on you, you lie back there on the kang like a young madam and haven't even the grace to look up and take notice of me! You and your airs and graces!","It's my turn then. I'll be there tonight, therefore I will take you as you are, lying on the kang like a dandy.","I raised you up, and now I have come; you lay on the bed as if not knowing me at all, ignoring me.","I can carry you wherever you are. Now I'm here, and you're snoring the way you are! Not a word, or a nod of recognition, to greet me with!","I lifted you up, and now that I'm here, you're lying in bed with a grand air, not even acknowledging me.","end_header_id|>

I lift you up, and you lay there on the bed, looking like a big baby. You don't even acknowledge my presence.</s>"
1030,“高考？”,'The exam?',College Entrance Examination?',"The translation is: ""College Entrance Examination?""",High School Entrance Exam?',"Gaokao?""","end_header_id|>

“High school entrance examination?”</s>"
1031,天也晚了，不虚留你们了，到家该问好的都问个好儿罢。”,"It's late now, so I won't try to keep you. Give our regards to everybody who ought to be remembered when you get back!'",It's not if things don't get done. We'll leave it unaccomplished for the time being so that you can go home and do what you want with your best fried in the land.',"It's getting late, so I won't stay here any longer. Just say hello to those who should be greeted at home.""",It is getting dark. I don't want to keep you all waiting. When you get home you can shake each other's hands and say 'Good evening'/'Good night'.',"It's getting late, so there's no need to prolong your stay. When you get home, make sure to greet everyone properly.","end_header_id|>

""The sky is late, don't leave without saying goodbye, it's time to go home and say goodbye to everyone.""</s>"
1032,他顾不上伤痛，急忙地、讨好似的回答：“有，有，有。”,"Ignoring his pain, he eagerly and ingratiatingly replied, 'Yes yes yes.'","All he could think about was vengeance. So he flashed a promisingly happy-face answer: 'Yes, ma'am.'","He couldn't afford to worry about his wounds, so he quickly and charmingly replied: ""Yes, yes, there is.""","He answered hurriedly, ""Yes, I do. . . . Yes, I do. . . . Yes, I do.'","He, ignoring the pain, hurriedly and deferentially answered, ""Yes, yes, yes.""","end_header_id|>

He didn't even spare a thought for the pain and quickly responded, ""Yes, yes, yes."""
